0,26.06,35,35.4,991.82
48.91,14,16.8,67.4,1005.9
1068.1,29.26,19.8,36,997.78
20.164,31.76,15.4,22.2,994.2
0,10.8,6.2,74.8,1002.4
293.83,28.88,39.6,58.6,989
388.77,21.42,24,40.8,996.2
0,20.66,7.2,98,986.14
831.38,30.06,33.6,12,994.54
462.58,27.32,41,20.8,994.66
518.57,21.68,7.2,59.4,987.66
189.96,22.3,20,53.4,996.66
0,8.7,8.8,70.6,1003.5
0,14.02,10.6,71.8,997.4
0,14.3,15,75,1000.1
0,18.16,11,83.6,991.3
0,13.86,8.8,87,991.26
0,8.1,5.6,74.6,1003
0,13.362,6.1294,85.622,994.07
154.18,22.4,19.6,60.8,987.7
915.37,22.92,19.2,48.8,992.2
0,13.3,13.8,68.8,1006.6
54.252,14.02,16.2,67.8,1005.9
0,16.32,0,91.8,998.8
0,23.9,14.6,93.4,987.46
75.618,16.1,17.6,89.2,1001.3
0,18.3,17.4,78.6,990.82
0,14.22,21,72.8,1006.2
0,8.92,12.6,88,1000.1
0,10.72,9.4,79,998.72
461.23,21.72,10.2,79.2,997.58
754.93,23.88,20.6,50,991
1186.3,32.94,38,50.4,988.38
330.01,30.42,18.6,27.6,992.22
1112.4,18.32,38.6,45.6,1009.7
447.31,13.82,20.8,62.8,998.84
0,21.7,16.2,88.4,989.72
0,14.48,25.6,69.2,1006
246.49,32.8,6.2,18.2,995.66
37.966,14.68,20,56.2,992.32
0,21.6,33.6,66,990.5
41.408,12.56,11,81.2,996.6
0,26.78,32.6,32,992.3
48.404,15.36,18.4,90,992.7
0,13.16,18.6,66.8,1002.8
534.67,20.22,13,51.4,992.6
523.2,21.4,20.6,54,999.32
0,11.236,11.468,80.647,999.37
752.58,28.3,38.6,34,999.1
0,16.921,19.288,62.595,998.6
0,20.68,9.6,97,986.2
995.48,21.7,10,45,992.44
887.76,18.9,23,51.8,1003.7
172.33,18.18,2,86.4,997.9
1026.6,18.5,36.8,35.8,1009.5
298.32,26.14,21.4,42.2,996.2
219.6,28,31.2,60.2,989.26
341.11,16.58,32.4,51.6,1010.2
0,8.7931,11.05,88.998,997.08
148.45,22.54,25.2,55,991
798.86,18.16,34.2,37.6,1009.5
0,17.8,8,92.2,997.5
1046.1,18.6,35.4,35.6,1009.5
0,12.58,14.6,54,1005.8
202.64,17.14,25.4,62.2,998.3
0,7.82,16.2,73.2,1004.9
200.08,14.98,16.2,65,1006.4
1029,21.36,16.4,50,1003.9
753.52,26.78,24.4,41.6,995.7
0.676,20.6,9,96.6,986.38
139.37,9.5,10.2,85.4,1001.6
531.53,19.6,10.6,58.8,999.7
0,18.3,15,67.4,996.6
1055.1,28.18,41.4,17,996.04
0,18.76,14.6,72.4,990.62
0,13.737,23.628,86.96,1002.7
784.9,20.64,24.8,41.6,998.82
648.66,25.92,28,44.6,985.74
0,26.2,36.2,34.8,991.9
72.902,14.42,12.2,70.4,1000.2
0,11.52,11,73.8,1002.5
568.46,16.66,1.8,68.4,1011.9
4.082,9.54,9,94.6,994.46
40.088,10,11.4,94.6,994.42
550.49,16.44,3.8,69.2,1011.9
791.86,27.86,22,40.4,996.4
321.8,22.66,21,42.4,999.1
0,11.8,11.8,90,994
0,13.757,23.712,87.138,1002.7
39.188,18.18,15.4,93.4,996.14
0,22,27.2,23.8,991.08
444.26,13.52,31.4,51.8,993.28
738.81,17.2,25.6,55.4,995.06
386.25,23.12,17,52,990.4
0,13.36,10.2,87.6,1003.1
820.11,27.92,42.8,21.8,994.12
713.53,28.38,35,13.2,994.66
141.23,18.36,3.6,70.6,995.9
10.598,23.7,20.4,86,994.22
402.67,16.6,26.4,50,1002.4
490.32,16.82,30.2,49.2,994.4
0,16.073,16.261,68.952,998.6
981.93,35.08,27.6,22,996.5
545.58,23.56,20,50.8,990.48
392.32,21.76,22.6,41.6,996.08
624.61,18.14,31,61.6,984
3.696,14.6,21.6,76,999.5
1083.4,21.24,15.4,40.8,997.96
0,8.7,13,89,999.48
169.34,14.52,21.6,77,994.5
183.68,19.76,19.6,54.6,991.22
294.66,16.84,15.8,66.4,999.9
154.48,19.68,17.4,55.4,991.18
0,14.44,18.2,73,999.72
0,15.32,8.8,80.8,995.2
285.13,15.02,8.8,81,1001.2
901.03,20.94,27.2,53,1003.5
0,17.72,8,93,998.52
1022.3,20.24,38,27.2,997.6
0,20.78,15.4,26.4,988.32
560.4,22.66,31,53.4,995.6
0,20.64,44,72.8,991.44
955.53,17.7,20,36,1007.6
0,25.82,29.6,54,988.62
0,15.365,4.5428,81.061,993.87
631.45,27.64,18.6,40.2,996.2
0,7.88,14.6,90,1000.5
0,16.658,18.349,64.568,998.6
1045.1,29.62,18.8,35.8,997.8
0,15.892,4.1253,79.86,993.82
131.78,16.92,12.2,69.6,992.1
0,12.88,16.6,48.2,1005.6
971.99,26.96,19.8,44.8,985.8
0,12.2,12.2,90.6,1002.7
0,11.4,11,89,998.1
29.81,14.7,30,58,1011.2
944.21,35.18,21.8,19.8,996.12
894.77,20.02,10.4,53,992.6
0,10.7,15.8,86.4,997.14
0,21.12,12.2,74.6,997.86
0,12.041,22.443,82.031,998.22
645.7,19.52,27.6,46.2,999.1
0,13.66,9.8,76.4,997.88
204.6,16.36,24.4,58,1000
859.69,27.34,22,19.6,996.18
0.522,10.86,12.6,90.2,1011.2
421.13,16.9,30.6,51.4,1001.6
590.1,18.54,33.2,26,998.9
1062.7,25.72,19.8,35.4,1009.5
678.04,16.24,18.6,48.4,1006.3
0,12.26,13.8,73.2,1007.1
783.64,24.1,19.2,49.4,991.06
817.89,27.58,26.8,26.4,1007.8
0,10.56,17.2,56.8,1004.4
605,31.78,32,55.6,988.02
160.27,12.8,21,72.2,1006.8
0,9.78,8.8,76.6,1002
0,12.5,18.6,71.4,1003.9
0,22.12,53.6,21.8,984.5
87.904,25.6,41.6,37,992.6
229.28,17.68,24.8,67.2,983.88
49.896,15.8,27.6,69.4,996.7
430.71,13.18,0,67.8,1002.3
475.54,18.26,23.6,53,999.22
0,14.02,18,73.4,1005.2
30.204,16.44,17.6,83.4,1001.5
0,12.82,11,73.432,1004.2
0,11.296,17.62,84.662,1003.9
394,33.12,13.8,16.6,995.5
765.15,29.32,47.4,22,993.9
0,20.92,14.2,25.8,990.1
0,12.7,17.2,68.8,1003
0,12.36,13,86.4,999.24
221.1,19.32,5.6,64.6,996.1
513.09,26.48,43,39.2,999.3
26.738,11.98,17.2,63.4,1004.1
1112.2,18.24,32.8,53.8,1009.7
519.25,16.34,10.6,74.4,1001.2
187.84,21.7,13,95,987.4
120.41,14.58,3.4,82.8,1001.5
0,21.02,11,92.8,989.04
502.67,15.3,18.6,56.6,1001.9
66.96,18.62,13.8,91.4,996.58
0,6.22,13.8,81.8,1002
277.21,17,24.6,58,1004.2
0,11.72,9.2,75.4,998.8
0,13.02,9.8,87.4,994.16
252.65,10.46,13.4,60,1007.3
0,10.74,15.4,86.4,1005
128.85,14.62,20,65.4,1006.1
452.79,20.52,15.8,40,994.44
0,20.8,11.8,25.2,989.08
182.04,21.24,14.6,54.4,997.1
234.16,15.64,4.4,77.4,996.32
173.9,14.8,8.4,69.8,1000.1
59.158,14.44,10.4,70.6,1000.2
668.66,32.7,43.8,31.2,986.04
0,8.671,11.029,89.415,996.96
232,16.34,24,51.4,1005.6
1139.2,21.32,17.4,46.2,997.7
0,10.491,11,90.342,1010.6
92.16,28.14,16.6,13,994.3
791.43,22.62,18,35,999.68
126.5,15.96,30.6,69.6,999.42
0,16.44,13.4,80.8,991.4
314.67,21.4,10.2,79.4,997.64
0,12.98,11,90.2,990.7
0,6.4,11,81,1002
494.11,16.98,33.4,42.2,1010
302.34,19.82,18,56.4,991.56
0,16.68,20.4,77.2,992.1
506.74,13.7,25.6,51,993.5
0,7.6,11,75.8,1002.8
19.91,23,13,50.4,996.9
341.3,16.92,17,67,999.9
945.92,21.04,25.8,51.8,1003.6
0,16.06,9,91.8,999
0,13.68,13,69.2,998.54
555.33,27.12,25,27.2,1007.1
0,7.16,8,87.8,1000.9
854.19,17.92,27.4,45.8,1002.9
0,12.8,9.4,88.6,994.14
763.82,18.02,25.8,46.4,994.1
0,14.992,12.399,77.063,998.6
742.75,20.78,19.6,39.6,994.5
857.6,17.96,28,46,1005.1
161.79,26.1,15.4,64.8,995.72
809.71,23.2,0.8,61,987.4
0,7.86,11,90.6,1000.5
0,12.99,26.447,56.67,995.36
0,11.96,14.2,93.8,1000.5
702.94,22.66,19.8,34.8,999.48
3.786,6.72,2.4,91,1001.1
803.69,29.56,32.6,12,994.6
1099.1,23.58,24.2,46.4,991.5
396.95,21.98,19.6,48.6,999.16
617.15,16.4,30,45,994.28
880.76,21.68,14.2,33.4,1000.6
187.5,24.2,17.6,76.6,997.2
13.366,15.9,26.6,61.4,995.84
0,13.162,21.207,81.814,1003.2
897.2,33.7,33.8,16.2,996
0,10.5,9,90.2,997.6
0,15.862,11,51.355,995.82
830.87,20.28,16.6,43.8,998
265.32,36.06,36.2,31,984.74
362.12,13.04,9.8,74.2,997.7
2.26,16.7,11.4,54,995.9
0.402,14.04,14.6,67.8,1001.2
15.37,17.56,15.8,41.2,993.9
949.57,19.38,9,38.2,1000.9
15.912,11.54,18,81,1005.7
0,12.28,0.4,75.6,998.56
15.69,20.12,17.8,73,988.58
1022.6,18.6,28.6,44.2,1002.8
0,8.58,12.6,90,998.6
0,12.76,15.4,68.4,1006.8
1044.2,29.44,17.6,36.6,997.86
0,16.599,18.14,65.006,998.6
1089.3,19.52,22.6,52.4,1005.2
222.28,15.06,19.8,59.2,993.28
664.79,16.62,18.4,46.6,1006.3
674.78,18.42,30.8,69,983.7
0,28.7,17.6,27.8,993.6
0,9.6,0.8,83.4,1001.3
882.67,27.88,17.2,40.4,985.7
278.94,16.74,17.4,60.6,998.4
62.22,12.02,25.6,77,1006.1
216.36,22.84,32,58,993.62
0,13.452,27.157,57.735,1002.9
1008.9,17.9,10.4,51.8,998.5
38.252,23.56,15.6,95.8,987.06
112.69,20.62,20.6,64.4,991.1
547.18,29.86,39.4,56.8,988.8
0,14.875,11.981,77.939,998.6
136.19,27.12,24.2,59.4,989.22
1050,20.48,15.8,40.4,997.34
0,14.2,14.2,78.2,1000
0,20.22,18,31.2,991.54
0,12.32,13.8,86.8,999.16
1054.6,22.66,12.6,42.6,992.26
0,13.783,5.7954,84.662,994.02
0,19.86,14.6,35.6,992.18
0,11.4,10.6,74.8,1002.4
0,12.86,9,88.4,994.6
0,22.7,9.4,82,992.3
943.92,31.2,31.8,28.4,998.66
1.276,20.62,19.2,68.8,991.34
521.94,16.56,4.8,54.8,1001.5
1023.7,33.22,33.2,18.6,996.18
38.7,15.82,37,84.4,983.84
0,15.7,7.4,78.4,995.4
12.662,8.88,11.4,89.6,998.4
92.44,22.48,28.8,60.4,991.1
340.26,13.32,11,66.4,1002.3
132.39,15.36,30.6,55.6,1011
164.88,30.88,23.8,27.4,991.3
569.99,22.7,23.2,57,994.46
55.124,13.36,0,89.2,999.1
1052,19.66,12.2,40,1001.7
16.776,14.96,40.2,61.4,990.18
0,14.18,26.8,72.4,1006.2
0,20.4,4.8,98.4,986.1
279.18,19.62,24.6,30.4,993
0,15.26,8,81.4,995.2
0,16.3,10.2,76.8,991.38
0,16.278,16.992,67.418,998.6
5.934,16.74,30,78.6,985.32
0,16.02,8.6,75.4,995.48
0,12.38,11.8,73.8,998.9
0,18.62,13.4,73.8,990.7
255.14,21.74,21.4,48.6,999.2
0,13.36,12.2,71.4,999
0,14.32,0,94.6,999
0,29.36,20.6,48,989.1
0,14,16.2,68.4,1005.4
10.24,22.8,0,93.4,987.64
476.41,12.46,15,51.4,1008.3
505.59,17.8,37.6,50.8,997.22
0,13.66,12.2,87.2,991.16
807,15.9,23.4,47.4,1006.2
163.61,19.36,16.6,42.8,994.9
130.33,16.06,28.6,87.4,983.94
0,12.96,11.8,69.8,1006.9
88.71,12.7,16.6,69.6,1001.1
3.46,9.26,12.6,91,996.94
0,7.72,9.4,75.8,1002.4
369.21,28.5,30.6,34.4,994
42.022,16.64,34,82.8,984.48
65.49,21.46,21,66.8,988.2
0,27.02,24,63.8,988.04
817.55,20.1,19.6,45.2,999.2
396.78,15.54,13.4,63.2,1006.5
0,12,16,54,1005.1
0,26.94,20.6,64.4,988.1
116.39,16.38,16.6,67.4,998.06
503.75,22.66,30.2,52.6,995.74
917.06,20.34,19.4,43.8,998.94
0,20.38,0,98.2,986.22
0,15.5,16.6,61.8,998
0,13.42,10.6,89.2,990.5
260.01,21.44,21.8,62.4,999.4
0,14.5,17.6,73,1000.7
985.73,16.84,9,52.4,998.6
63.392,24.26,17,34.8,1007.7
699.96,15.26,29.6,44.2,994
922.99,18.2,16.8,54.4,1005.9
634.71,18.18,28.6,46.4,1002.4
533.71,22.9,12.2,79.6,997.56
27.062,16.3,9.4,74,991.5
0,11.491,18.883,83.973,1002.4
258.59,26.4,11.8,61.8,995.6
34.39,16.3,18.4,85.8,1001.4
173.39,19,11,85.8,998.14
0,12.006,22.213,82.157,998.49
136.1,23.12,26,58,991.1
0,13.68,19,90,1000.7
134.49,25.74,9.8,70.4,995.2
0,27.04,30.6,30.6,992.58
857.58,32.66,55,31.4,986.06
0,18.2,15.4,78.6,991.4
0,13.38,11,87.2,1003.1
743.02,18.12,7.6,62.2,994.46
844.45,19.8,29.8,39.8,994.4
976.76,27.28,25.4,29.8,1008.3
682.02,19.46,33.6,25,998.18
0,14.9,6.8,92.2,998.44
1203.1,21,22.4,45.4,998.3
186.15,22.7,25.2,52.8,996.44
783.87,33.86,28.6,15.4,995.88
0,13.5,8.6,69.6,997.88
341.52,14.94,28.6,45.8,994
980.14,18.34,22,42.4,1005.2
221.17,22.82,20.6,41.6,991.54
1087.6,20.64,12.6,34.2,1000.7
616.57,18.36,27.8,51,1003.9
0,10.86,5,79.6,1002.1
160.92,12.92,9.8,85.2,1011.7
1049.8,21.12,12.8,34.6,1000.2
459.96,16.32,7.8,63,999.62
306.82,29.88,18.4,27.2,993
